module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00122	cora_other_pseudomonadota	cora_other_pseudomonadota	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233"	0.14285714285714285	False	0.14285714285714285	False	1.0	K02227	1	K02227	2351	None
M00096	cora_other_pseudomonadota	cora_other_pseudomonadota	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823"	0.25	False	0.25	False	1.0	K00919,K03526	1,5	K00919,K03526,K03526,K03526,K03526,K03526	5641,240,1940,1939,6626,239	None
M00372	cora_other_pseudomonadota	cora_other_pseudomonadota	Abscisic acid biosynthesis, beta-carotene => abscisic acid	Pathway modules	Biosynthesis of terpenoids and polyketides	Plant terpenoid biosynthesis	"(K15746,K15747) K09838 -K14594 K09840 K09841 K09842"	0.2	False	0.2	False	1.0	K15746	1	K15746	6239	None
M00778	cora_other_pseudomonadota	cora_other_pseudomonadota	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	"K05551+K05552+K05553 -K12420 ((K05554,K14249,K15884,K15885) (K05555,K14250),K15886)"	0.0	False	0.3333333333333333	False	1.0	K05555	1	K05555	516	No KOfam profile for K15886,No KOfam profile for K14249
M00793	cora_other_pseudomonadota	cora_other_pseudomonadota	dTDP-L-rhamnose biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	"K00973 K01710 (K01790 K00067,K23987)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00973	1	K00973	3227	None
M00953	cora_other_pseudomonadota	cora_other_pseudomonadota	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"K00789 K05953 K14271 K22374 K18054"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00789,K00789	5805,5806	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00542	cora_other_pseudomonadota	cora_other_pseudomonadota	EHEC/EPEC pathogenicity signature, T3SS and effectors	Signature modules	Gene set	Pathogenicity	"K03221+K03219+K03222+K03226+K03227+K03228+K03229+K03230+K03224+K03225 K12784 K12787 K12785 K12786 K12788 K16041 K16042"	0.0	False	0.0375	False	NA	No enzymes unique to module	NA	K03225,K03226,K03227	1755,1756,1758	K03226 is present in multiple modules: M00542/M00660,K03227 is present in multiple modules: M00542/M00660,K03225 is present in multiple modules: M00542/M00660
M00718	cora_other_pseudomonadota	cora_other_pseudomonadota	Multidrug resistance, efflux pump MexAB-OprM	Signature modules	Gene set	Drug resistance	"K18131 K03585+K18138+K18139"	0.0	False	0.16666666666666666	False	1.0	K03585	1	K03585	1830	None
M00660	cora_other_pseudomonadota	cora_other_pseudomonadota	Xanthomonas spp. pathogenicity signature, T3SS and effectors	Signature modules	Gene set	Plant pathogenicity	"K03222+K03226+K03227+K03228+K03229+K03230+K03224+K03225+K03223+K18374+K18376 K18373 K18375 K18377 K18378 K18379 K18380 K18381"	0.0	False	0.03409090909090909	False	NA	No enzymes unique to module	NA	K03225,K03226,K03227	1755,1756,1758	K03226 is present in multiple modules: M00542/M00660,K03227 is present in multiple modules: M00542/M00660,K03225 is present in multiple modules: M00542/M00660
M00612	cora_other_pseudomonadota	cora_other_pseudomonadota	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00165"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K08928,K08929	1872,1871	K08928 is present in multiple modules: M00597/M00612/M00613,K08929 is present in multiple modules: M00597/M00612/M00613
M00613	cora_other_pseudomonadota	cora_other_pseudomonadota	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00376"	0.5	False	0.5128205128205128	False	NA	No enzymes unique to module	NA	K00241,K00242,K08928,K08929	77,79,1872,1871	K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K08928 is present in multiple modules: M00597/M00612/M00613,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K08929 is present in multiple modules: M00597/M00612/M00613
M00614	cora_other_pseudomonadota	cora_other_pseudomonadota	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K00241,K00242,K01006,K01595,K01595,K01595,K01595,K01595,K01595,K01595,K01595	77,79,3205,3078,3075,3077,3076,222,221,224,225	K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K01006 is present in multiple modules: M00169/M00172/M00171/M00173/M00614
M00855	cora_Verrucomicrobiota	cora_Verrucomicrobiota	Glycogen degradation, glycogen => glucose-6P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00688	1	K00688	498	None
M00016	cora_Verrucomicrobiota	cora_Verrucomicrobiota	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01778	271	K01778 is present in multiple modules: M00016/M00525/M00527
M00525	cora_Verrucomicrobiota	cora_Verrucomicrobiota	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01778	271	K01778 is present in multiple modules: M00016/M00525/M00527
M00527	cora_Verrucomicrobiota	cora_Verrucomicrobiota	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01778	271	K01778 is present in multiple modules: M00016/M00525/M00527
M00022	cora_Verrucomicrobiota	cora_Verrucomicrobiota	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736"	0.25	False	0.25	False	1.0	K01626	1	K01626	318	None
M00842	cora_Verrucomicrobiota	cora_Verrucomicrobiota	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K00072"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01737	97	K01737 is present in multiple modules: M00842/M00843
M00843	cora_Verrucomicrobiota	cora_Verrucomicrobiota	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K17745"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01737	97	K01737 is present in multiple modules: M00842/M00843
M00848	cora_Verrucomicrobiota	cora_Verrucomicrobiota	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	"K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802"	0.0	False	0.03125	False	1.0	K02078	1	K02078	757	No KOfam profile for K09460,No KOfam profile for K21272,No KOfam profile for K22799,No KOfam profile for K22800,No KOfam profile for K22801,No KOfam profile for K22802,No KOfam profile for K14246,No KOfam profile for K14245,No KOfam profile for K22798,No KOfam profile for K21271
M00001	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00134,K00844,K00844,K00844,K00850,K00850,K00873,K00873,K00927,K01624,K01624,K01689,K01689,K01689,K01803,K01810,K01810,K15633	14113,28090,6040,6041,7470,7471,585,586,3913,27925,18745,16272,16271,16273,8737,9235,9234,26638	K01803 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K15633 is present in multiple modules: M00001/M00002/M00003,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K00850 is present in multiple modules: M00001/M00345,K00844 is present in multiple modules: M00001/M00549/M00892,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346
M00002	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00134,K00873,K00873,K00927,K01689,K01689,K01689,K01803,K15633	14113,585,586,3913,16272,16271,16273,8737,26638	K01803 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K15633 is present in multiple modules: M00001/M00002/M00003,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346
M00003	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01596,K01610) K01689 (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)"	0.8571428571428571	True	0.875	True	NA	No enzymes unique to module	NA	K00134,K00927,K01610,K01610,K01624,K01624,K01689,K01689,K01689,K01803,K15633	14113,3913,17564,17563,27925,18745,16272,16271,16273,8737,26638	K01803 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K15633 is present in multiple modules: M00001/M00002/M00003,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01610 is present in multiple modules: M00003/M00170,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346
M00009	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01647,K05942) (K01681,K01682) (K00031,K00030) ((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K00030,K00031,K00031	16215,21616,21617	K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K00030 is present in multiple modules: M00009/M00010
M00010	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01647,K05942) (K01681,K01682) (K00031,K00030)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00030,K00031,K00031	16215,21616,21617	K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K00030 is present in multiple modules: M00009/M00010
M00004	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 ((K00616 (K01810,K06859,K15916)),K13810)"	0.6666666666666666	False	0.75	True	NA	No enzymes unique to module	NA	K00033,K00033,K00033,K00036,K00615,K01057,K01807,K01808,K01810,K01810	16696,16695,15388,25408,25583,25323,18417,8735,9235,9234	K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K00033 is present in multiple modules: M00004/M00006,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00167/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00036 is present in multiple modules: M00004/M00006/M00008,K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K01057 is present in multiple modules: M00004/M00006/M00008
M00006	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00033,K00033,K00033,K00036,K01057	16696,16695,15388,25408,25323	K00033 is present in multiple modules: M00004/M00006,K01057 is present in multiple modules: M00004/M00006/M00008,K00036 is present in multiple modules: M00004/M00006/M00008
M00007	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00615 (K00616,K13810) K01783 (K01807,K01808)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00615,K01807,K01808	25583,18417,8735	K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00167/M00611/M00612
M00580	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K08094 (K08093,K13812),K13831) K01807"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01807	18417	K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00167/M00611/M00612
M00005	stereocaulon_Ascomycota	stereocaulon_Ascomycota	PRPP biosynthesis, ribose 5P => PRPP	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00948"	1.0	True	1.0	True	1.0	K00948	5	K00948,K00948,K00948,K00948,K00948	8620,14921,20944,20948,20945	None
M00008	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00036 (K01057,K07404) K01690 K01625"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00036,K01057	25408,25323	K01057 is present in multiple modules: M00004/M00006/M00008,K00036 is present in multiple modules: M00004/M00006/M00008
M00308	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K05308 K00874 K01625 (K00134 K00927,K00131,K18978)"	0.25	False	0.4	False	NA	No enzymes unique to module	NA	K00134,K00927	14113,3913	K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612
M00630	stereocaulon_Ascomycota	stereocaulon_Ascomycota	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K18106,K19634) K18102 K18103 K18107"	0.25	False	0.25	False	1.0	K18106	1	K18106	30741	None
M00632	stereocaulon_Ascomycota	stereocaulon_Ascomycota	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01785 K00849 K00965 K01784"	0.5	False	0.5	False	1.0	K01785	2	K00965,K01785,K01785	9313,27047,20886	K00965 is present in multiple modules: M00632/M00554
M00552	stereocaulon_Ascomycota	stereocaulon_Ascomycota	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01684 K00883 K01631 K00134 K00927"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00134,K00927	14113,3913	K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612
